ZIP|City/Location Name|STATE|County Name|Zip Code Designation
97369|Otter Rock|OR|LINCOLN|Low Income Area
97840|Oxbow|OR|BAKER|Low Income Area/HPSA
97636|Paisley|OR|LAKE|Low Income Area
97751|Paulina|OR|CROOK|Low Income Area/HPSA
97801|Pendleton|OR|UMATILLA|Low Income Area/HPSA
97370|Philomath|OR|BENTON|HPSA
97535|Phoenix|OR|JACKSON|Low Income Area/HPSA
97868|Pilot Rock|OR|UMATILLA|Low Income Area/HPSA
97455|Pleasant Hill|OR|LANE|Low Income Area
97637|Plush|OR|LAKE|Low Income Area
97465|Port Orford|OR|CURRY|Low Income Area/HPSA
97201|Portland|OR|MULTNOMAH|Low Income Area
97202|Portland|OR|MULTNOMAH|Low Income Area
97203|Portland|OR|MULTNOMAH|Low Income Area
97204|Portland|OR|MULTNOMAH|Low Income Area
97205|Portland|OR|MULTNOMAH|Low Income Area
97206|Portland|OR|MULTNOMAH|Low Income Area
97209|Portland|OR|MULTNOMAH|Low Income Area
97211|Portland|OR|MULTNOMAH|Low Income Area
97214|Portland|OR|MULTNOMAH|Low Income Area
97216|Portland|OR|MULTNOMAH|Low Income Area
97217|Portland|OR|MULTNOMAH|Low Income Area
97218|Portland|OR|MULTNOMAH|Low Income Area
97220|Portland|OR|MULTNOMAH|Low Income Area
97227|Portland|OR|MULTNOMAH|Low Income Area
97230|Portland|OR|MULTNOMAH|Low Income Area
97233|Portland|OR|MULTNOMAH|Low Income Area
97236|Portland|OR|MULTNOMAH|Low Income Area
97266|Portland|OR|MULTNOMAH|Low Income Area
97231|Portland|OR|MULTNOMAH|HPSA
97222|Portland|OR|CLACKAMAS|Low Income Area
97752|Post|OR|CROOK|Low Income Area/HPSA
97753|Powell Butte|OR|CROOK|Low Income Area/HPSA
97466|Powers|OR|COOS|Low Income Area/HPSA
97869|Prairie City|OR|GRANT|Low Income Area/HPSA
97721|Princeton|OR|HARNEY|Low Income Area/HPSA
97754|Prineville|OR|CROOK|Low Income Area/HPSA
97536|Prospect|OR|JACKSON|Low Income Area/HPSA
97048|Rainier|OR|COLUMBIA|Low Income Area/HPSA
97756|Redmond|OR|DESCHUTES|Low Income Area/HPSA
97467|Reedsport|OR|DOUGLAS|Low Income Area/HPSA
97049|Rhododendron|OR|CLACKAMAS|HPSA
97870|Richland|OR|BAKER|Low Income Area/HPSA
97371|Rickreall|OR|POLK|HPSA
97469|Riddle|OR|DOUGLAS|Low Income Area/HPSA
97758|Riley|OR|HARNEY|Low Income Area/HPSA
97917|Riverside|OR|MALHEUR|Low Income Area/HPSA
97136|Rockaway Beach|OR|TILLAMOOK|Low Income Area/HPSA
97537|Rogue River|OR|JACKSON|Low Income Area/HPSA
97470|Roseburg|OR|DOUGLAS|Low Income Area/HPSA
97471|Roseburg|OR|DOUGLAS|Low Income Area/HPSA
97050|Rufus|OR|SHERMAN|Low Income Area/HPSA
97051|Saint Helens|OR|COLUMBIA|Low Income Area/HPSA
97137|Saint Paul|OR|MARION|HPSA
97304|Salem|OR|POLK|HPSA
97301|Salem|OR|MARION|Low Income Area/HPSA
97302|Salem|OR|MARION|Low Income Area/HPSA
97303|Salem|OR|MARION|Low Income Area/HPSA
97305|Salem|OR|MARION|Low Income Area/HPSA
97317|Salem|OR|MARION|Low Income Area/HPSA
97306|Salem|OR|MARION|HPSA
97055|Sandy|OR|CLACKAMAS|HPSA
97056|Scappoose|OR|COLUMBIA|HPSA
97374|Scio|OR|LINN|HPSA
97375|Scotts Mills|OR|MARION|HPSA
97473|Scottsburg|OR|DOUGLAS|Low Income Area/HPSA
97138|Seaside|OR|CLATSOP|Low Income Area/HPSA
97538|Selma|OR|JOSEPHINE|Low Income Area/HPSA
97873|Seneca|OR|GRANT|Low Income Area/HPSA
97539|Shady Cove|OR|JACKSON|Low Income Area/HPSA
97057|Shaniko|OR|WASCO|Low Income Area/HPSA
97377|Shedd|OR|LINN|Low Income Area/HPSA
97378|Sheridan|OR|YAMHILL|HPSA
97140|Sherwood|OR|WASHINGTON|HPSA
97380|Siletz|OR|LINCOLN|Low Income Area/HPSA
97638|Silver Lake|OR|LAKE|Low Income Area/HPSA
97381|Silverton|OR|MARION|Low Income Area/HPSA
97476|Sixes|OR|CURRY|Low Income Area/HPSA
97639|Sprague River|OR|KLAMATH|Low Income Area/HPSA
97874|Spray|OR|WHEELER|Low Income Area/HPSA
97477|Springfield|OR|LANE|Low Income Area/HPSA
97478|Springfield|OR|LANE|Low Income Area/HPSA
97875|Stanfield|OR|UMATILLA|Low Income Area/HPSA
97383|Stayton|OR|MARION|Low Income Area/HPSA
97385|Sublimity|OR|MARION|Low Income Area/HPSA
97640|Summer Lake|OR|LAKE|Low Income Area
97876|Summerville|OR|UNION|Low Income Area/HPSA
97877|Sumpter|OR|BAKER|Low Income Area/HPSA
97479|Sutherlin|OR|DOUGLAS|Low Income Area/HPSA
97386|Sweet Home|OR|LINN|Low Income Area/HPSA
97480|Swisshome|OR|LANE|Low Income Area/HPSA
97540|Talent|OR|JACKSON|Low Income Area/HPSA
97389|Tangent|OR|LINN|HPSA
97481|Tenmile|OR|DOUGLAS|Low Income Area/HPSA
97760|Terrebonne|OR|JEFFERSON|HPSA
97058|The Dalles|OR|WASCO|Low Income Area/HPSA
97390|Tidewater|OR|LINCOLN|Low Income Area/HPSA
97141|Tillamook|OR|TILLAMOOK|Low Income Area/HPSA
97484|Tiller|OR|DOUGLAS|Low Income Area/HPSA
97391|Toledo|OR|LINCOLN|Low Income Area
97145|Tolovana Park|OR|CLATSOP|Low Income Area/HPSA
97541|Trail|OR|JACKSON|Low Income Area/HPSA
97392|Turner|OR|MARION|HPSA
97063|Tygh Valley|OR|WASCO|Low Income Area/HPSA
97882|Umatilla|OR|UMATILLA|Low Income Area/HPSA
97486|Umpqua|OR|DOUGLAS|HPSA
97883|Union|OR|UNION|Low Income Area/HPSA
97884|Unity|OR|BAKER|HPSA
97918|Vale|OR|MALHEUR|Low Income Area/HPSA
97487|Veneta|OR|LANE|Low Income Area
97064|Vernonia|OR|COLUMBIA|HPSA
97488|Vida|OR|LANE|HPSA
97394|Waldport|OR|LINCOLN|Low Income Area
97885|Wallowa|OR|WALLOWA|Low Income Area
97489|Walterville|OR|LANE|HPSA
97490|Walton|OR|LANE|Low Income Area/HPSA
97761|Warm Springs|OR|JEFFERSON|Low Income Area/HPSA
97053|Warren|OR|COLUMBIA|HPSA
97146|Warrenton|OR|CLATSOP|Low Income Area/HPSA
97065|Wasco|OR|SHERMAN|Low Income Area/HPSA
97067|Welches|OR|CLACKAMAS|HPSA
97920|Westfall|OR|MALHEUR|Low Income Area/HPSA
97492|Westfir|OR|LANE|Low Income Area/HPSA
97493|Westlake|OR|LANE|Low Income Area/HPSA
97886|Weston|OR|UMATILLA|Low Income Area/HPSA
97503|White City|OR|JACKSON|Low Income Area/HPSA
97543|Wilderville|OR|JOSEPHINE|Low Income Area/HPSA
97396|Willamina|OR|YAMHILL|Low Income Area/HPSA
97544|Williams|OR|JOSEPHINE|Low Income Area/HPSA
97070|Wilsonville|OR|CLACKAMAS|HPSA
97495|Winchester|OR|DOUGLAS|Low Income Area/HPSA
97496|Winston|OR|DOUGLAS|Low Income Area/HPSA
97497|Wolf Creek|OR|JOSEPHINE|Low Income Area/HPSA
97071|Woodburn|OR|MARION|Low Income Area/HPSA
97498|Yachats|OR|LINCOLN|Low Income Area
97148|Yamhill|OR|YAMHILL|HPSA
97499|Yoncalla|OR|DOUGLAS|Low Income Area/HPSA
16820|Aaronsburg|PA|CENTRE|Low Income Area
15610|Acme|PA|WESTMORELAND|Low Income Area
15410|Adah|PA|FAYETTE|Low Income Area
16110|Adamsville|PA|CRAWFORD|Low Income Area
15411|Addison|PA|SOMERSET|Low Income Area/HPSA
16210|Adrian|PA|ARMSTRONG|Low Income Area/HPSA
16401|Albion|PA|ERIE|Low Income Area
15310|Aleppo|PA|GREENE|Low Income Area
15001|Aliquippa|PA|BEAVER|HPSA
15412|Allenport|PA|WASHINGTON|HPSA
17002|Allensville|PA|MIFFLIN|Low Income Area
18101|Allentown|PA|LEHIGH|Low Income Area
18102|Allentown|PA|LEHIGH|Low Income Area
18103|Allentown|PA|LEHIGH|Low Income Area
18109|Allentown|PA|LEHIGH|Low Income Area
17810|Allenwood|PA|LYCOMING|Low Income Area
15413|Allison|PA|FAYETTE|Low Income Area
16821|Allport|PA|CLEARFIELD|Low Income Area/HPSA
16601|Altoona|PA|BLAIR|Low Income Area
16602|Altoona|PA|BLAIR|Low Income Area
15521|Alum Bank|PA|BEDFORD|Low Income Area/HPSA
15612|Alverton|PA|WESTMORELAND|Low Income Area
15003|Ambridge|PA|BEAVER|Low Income Area
15711|Anita|PA|JEFFERSON|Low Income Area
15613|Apollo|PA|WESTMORELAND|HPSA
15920|Armagh|PA|INDIANA|Low Income Area/HPSA
17211|Artemas|PA|BEDFORD|Low Income Area/HPSA
17921|Ashland|PA|SCHUYLKILL|Low Income Area
16613|Ashville|PA|CAMBRIA|Low Income Area/HPSA
18810|Athens|PA|BRADFORD|Low Income Area
16111|Atlantic|PA|CRAWFORD|Low Income Area/HPSA
15713|Aultman|PA|INDIANA|Low Income Area
16720|Austin|PA|POTTER|Low Income Area/HPSA
17721|Avis|PA|CLINTON|Low Income Area/HPSA
15618|Avonmore|PA|WESTMORELAND|Low Income Area
18405|Beach Lake|PA|WAYNE|HPSA
16402|Bear Lake|PA|WARREN|Low Income Area/HPSA
15010|Beaver Falls|PA|BEAVER|Low Income Area
18216|Beaver Meadows|PA|LUZERNE|Low Income Area
17812|Beaver Springs|PA|SNYDER|Low Income Area
17813|Beavertown|PA|SNYDER|Low Income Area
16616|Beccaria|PA|CLEARFIELD|Low Income Area/HPSA
15522|Bedford|PA|BEDFORD|Low Income Area/HPSA
16822|Beech Creek|PA|CLINTON|Low Income Area/HPSA
15012|Belle Vernon|PA|FAYETTE|Low Income Area/HPSA
16823|Bellefonte|PA|CENTRE|HPSA
17004|Belleville|PA|MIFFLIN|Low Income Area
15821|Benezett|PA|ELK|Low Income Area
15314|Bentleyville|PA|WASHINGTON|Low Income Area/HPSA
17814|Benton|PA|COLUMBIA|Low Income Area/HPSA
15530|Berlin|PA|SOMERSET|Low Income Area/HPSA
18603|Berwick|PA|COLUMBIA|Low Income Area
18015|Bethlehem|PA|NORTHAMPTON|Low Income Area
18018|Bethlehem|PA|LEHIGH|Low Income Area
17212|Big Cove Tannery|PA|FULTON|Low Income Area/HPSA
15716|Black Lick|PA|INDIANA|Low Income Area
17006|Blain|PA|PERRY|Low Income Area
17213|Blairs Mills|PA|HUNTINGDON|Low Income Area
15717|Blairsville|PA|INDIANA|Low Income Area/HPSA
18610|Blakeslee|PA|MONROE|Low Income Area
17815|Bloomsburg|PA|COLUMBIA|Low Income Area
16912|Blossburg|PA|TIOGA|Low Income Area/HPSA
15923|Bolivar|PA|WESTMORELAND|Low Income Area
15531|Boswell|PA|SOMERSET|Low Income Area/HPSA
16020|Boyers|PA|BUTLER|Low Income Area/HPSA
15014|Brackenridge|PA|ALLEGHENY|Low Income Area
18812|Brackney|PA|SUSQUEHANNA|Low Income Area/HPSA
15104|Braddock|PA|ALLEGHENY|Low Income Area/HPSA
15620|Bradenville|PA|WESTMORELAND|Low Income Area
16701|Bradford|PA|MC KEAN|Low Income Area/HPSA
17923|Branchdale|PA|SCHUYLKILL|Low Income Area
15533|Breezewood|PA|BEDFORD|Low Income Area/HPSA
19405|Bridgeport|PA|MONTGOMERY|Low Income Area
16620|Brisbin|PA|CLEARFIELD|Low Income Area/HPSA
19007|Bristol|PA|BUCKS|Low Income Area
16621|Broad Top|PA|HUNTINGDON|Low Income Area/HPSA
17925|Brockton|PA|SCHUYLKILL|Low Income Area
15824|Brockway|PA|JEFFERSON|Low Income Area
15825|Brookville|PA|JEFFERSON|Low Income Area
15417|Brownsville|PA|FAYETTE|Low Income Area/HPSA
16022|Bruin|PA|BUTLER|HPSA
15720|Brush Valley|PA|INDIANA|Low Income Area
15534|Buffalo Mills|PA|BEDFORD|Low Income Area/HPSA
15019|Bulger|PA|WASHINGTON|Low Income Area
17009|Burnham|PA|MIFFLIN|Low Income Area
15721|Burnside|PA|CLEARFIELD|Low Income Area/HPSA
17215|Burnt Cabins|PA|HUNTINGDON|Low Income Area/HPSA
18324|Bushkill|PA|PIKE|Low Income Area
16001|Butler|PA|BUTLER|Low Income Area/HPSA
15827|Byrnedale|PA|ELK|Low Income Area
16212|Cadogan|PA|ARMSTRONG|HPSA
15924|Cairnbrook|PA|SOMERSET|Low Income Area/HPSA
15419|California|PA|WASHINGTON|Low Income Area/HPSA
16213|Callensburg|PA|CLARION|Low Income Area
16622|Calvin|PA|HUNTINGDON|Low Income Area
16403|Cambridge Springs|PA|CRAWFORD|Low Income Area/HPSA
17723|Cammal|PA|LYCOMING|Low Income Area/HPSA
18325|Canadensis|PA|MONROE|Low Income Area/HPSA
17724|Canton|PA|BRADFORD|Low Income Area/HPSA
18407|Carbondale|PA|LACKAWANNA|Low Income Area
16311|Carlton|PA|MERCER|Low Income Area/HPSA
15320|Carmichaels|PA|GREENE|Low Income Area
15722|Carrolltown|PA|CAMBRIA|Low Income Area/HPSA
16623|Cassville|PA|HUNTINGDON|Low Income Area
16404|Centerville|PA|CRAWFORD|Low Income Area/HPSA
15926|Central City|PA|SOMERSET|Low Income Area/HPSA
17201|Chambersburg|PA|FRANKLIN|Low Income Area
15622|Champion|PA|FAYETTE|Low Income Area/HPSA
15022|Charleroi|PA|WASHINGTON|Low Income Area/HPSA
15724|Cherry Tree|PA|INDIANA|Low Income Area/HPSA
19013|Chester|PA|DELAWARE|Low Income Area
16025|Chicora|PA|BUTLER|HPSA
17509|Christiana|PA|LANCASTER|Low Income Area
16829|Clarence|PA|CENTRE|HPSA
16313|Clarendon|PA|WARREN|Low Income Area/HPSA
15828|Clarington|PA|JEFFERSON|HPSA
16214|Clarion|PA|CLARION|Low Income Area
16114|Clarks Mills|PA|MERCER|Low Income Area/HPSA
15725|Clarksburg|PA|INDIANA|Low Income Area
15322|Clarksville|PA|WASHINGTON|Low Income Area
16625|Claysburg|PA|BEDFORD|Low Income Area/HPSA
16830|Clearfield|PA|CLEARFIELD|Low Income Area/HPSA
15535|Clearville|PA|BEDFORD|Low Income Area/HPSA
16372|Clintonville|PA|VENANGO|HPSA
15728|Clymer|PA|INDIANA|Low Income Area/HPSA
15423|Coal Center|PA|WASHINGTON|Low Income Area/HPSA
17866|Coal Township|PA|NORTHUMBERLND|Low Income Area
18218|Coaldale|PA|SCHUYLKILL|Low Income Area
16627|Coalport|PA|CLEARFIELD|Low Income Area/HPSA
16832|Coburn|PA|CENTRE|Low Income Area
16314|Cochranton|PA|CRAWFORD|Low Income Area/HPSA
17014|Cocolamus|PA|JUNIATA|HPSA
17728|Cogan Station|PA|LYCOMING|HPSA
17512|Columbia|PA|LANCASTER|Low Income Area
16914|Columbia Cross Roads|PA|BRADFORD|Low Income Area/HPSA
16405|Columbus|PA|WARREN|Low Income Area/HPSA
15927|Colver|PA|CAMBRIA|Low Income Area/HPSA
15729|Commodore|PA|INDIANA|Low Income Area
17217|Concord|PA|FRANKLIN|Low Income Area/HPSA
15424|Confluence|PA|SOMERSET|Low Income Area/HPSA
16316|Conneaut Lake|PA|CRAWFORD|Low Income Area/HPSA
16406|Conneautville|PA|CRAWFORD|Low Income Area/HPSA
15425|Connellsville|PA|FAYETTE|Low Income Area
15027|Conway|PA|BEAVER|Low Income Area
16217|Cooksburg|PA|FOREST|Low Income Area/HPSA
15730|Coolspring|PA|JEFFERSON|Low Income Area
16317|Cooperstown|PA|VENANGO|Low Income Area
16407|Corry|PA|ERIE|Low Income Area/HPSA
15829|Corsica|PA|JEFFERSON|Low Income Area
16915|Coudersport|PA|POTTER|Low Income Area/HPSA
16917|Covington|PA|TIOGA|Low Income Area/HPSA
16218|Cowansville|PA|ARMSTRONG|Low Income Area/HPSA
16319|Cranberry|PA|VENANGO|Low Income Area
15732|Creekside|PA|INDIANA|Low Income Area/HPSA
15030|Creighton|PA|ALLEGHENY|Low Income Area
16630|Cresson|PA|CAMBRIA|Low Income Area/HPSA
16724|Crosby|PA|MC KEAN|Low Income Area/HPSA
17729|Cross Fork|PA|POTTER|Low Income Area/HPSA
19022|Crum Lynne|PA|DELAWARE|Low Income Area
15536|Crystal Spring|PA|FULTON|Low Income Area/HPSA
16833|Curwensville|PA|CLEARFIELD|Low Income Area/HPSA
16726|Cyclone|PA|MC KEAN|Low Income Area/HPSA
15427|Daisytown|PA|WASHINGTON|HPSA
17017|Dalmatia|PA|NORTHUMBERLND|HPSA
18415|Damascus|PA|WAYNE|HPSA
17821|Danville|PA|MONTOUR|Low Income Area
19023|Darby|PA|DELAWARE|Low Income Area
16115|Darlington|PA|BEAVER|Low Income Area
15428|Dawson|PA|FAYETTE|Low Income Area/HPSA
16222|Dayton|PA|ARMSTRONG|Low Income Area/HPSA
18327|Delaware Water Gap|PA|MONROE|Low Income Area
16727|Derrick City|PA|MC KEAN|Low Income Area/HPSA
15627|Derry|PA|WESTMORELAND|Low Income Area
15327|Dilliner|PA|GREENE|Low Income Area
15628|Donegal|PA|WESTMORELAND|Low Income Area
15033|Donora|PA|WASHINGTON|Low Income Area/HPSA
17823|Dornsife|PA|NORTHUMBERLND|Low Income Area/HPSA
17219|Doylesburg|PA|FRANKLIN|Low Income Area/HPSA
17518|Drumore|PA|LANCASTER|Low Income Area
17220|Dry Run|PA|FRANKLIN|Low Income Area/HPSA
15801|Du Bois|PA|CLEARFIELD|Low Income Area
16634|Dudley|PA|HUNTINGDON|Low Income Area/HPSA
16729|Duke Center|PA|MC KEAN|Low Income Area/HPSA
15431|Dunbar|PA|FAYETTE|Low Income Area
15432|Dunlevy|PA|WASHINGTON|HPSA
15110|Duquesne|PA|ALLEGHENY|Low Income Area
18614|Dushore|PA|SULLIVAN|Low Income Area/HPSA
16636|Dysart|PA|CAMBRIA|Low Income Area/HPSA
16028|East Brady|PA|ARMSTRONG|Low Income Area/HPSA
16637|East Freedom|PA|BLAIR|Low Income Area/HPSA
16321|East Hickory|PA|FOREST|Low Income Area/HPSA
15433|East Millsboro|PA|FAYETTE|Low Income Area
15112|East Pittsburgh|PA|ALLEGHENY|Low Income Area/HPSA
18817|East Smithfield|PA|BRADFORD|Low Income Area/HPSA
16411|East Springfield|PA|ERIE|Low Income Area
17021|East Waterford|PA|JUNIATA|Low Income Area/HPSA
18042|Easton|PA|NORTHAMPTON|Low Income Area
16030|Eau Claire|PA|BUTLER|Low Income Area/HPSA
15931|Ebensburg|PA|CAMBRIA|Low Income Area/HPSA
16412|Edinboro|PA|ERIE|Low Income Area/HPSA
16444|Edinboro|PA|ERIE|Low Income Area
16116|Edinburg|PA|LAWRENCE|Low Income Area/HPSA
15434|Elco|PA|WASHINGTON|Low Income Area/HPSA
16731|Eldred|PA|MC KEAN|Low Income Area/HPSA
16920|Elkland|PA|TIOGA|Low Income Area/HPSA
15331|Ellsworth|PA|WASHINGTON|Low Income Area
16117|Ellwood City|PA|LAWRENCE|Low Income Area
16373|Emlenton|PA|CLARION|Low Income Area/HPSA
15834|Emporium|PA|CAMERON|Low Income Area
18417|Equinunk|PA|WAYNE|Low Income Area/HPSA
16510|Erie|PA|ERIE|Low Income Area/HPSA
16501|Erie|PA|ERIE|Low Income Area
16502|Erie|PA|ERIE|Low Income Area
16503|Erie|PA|ERIE|Low Income Area
16504|Erie|PA|ERIE|Low Income Area
16507|Erie|PA|ERIE|Low Income Area
16508|Erie|PA|ERIE|Low Income Area
16511|Erie|PA|ERIE|Low Income Area
16509|Erie|PA|ERIE|HPSA
19029|Essington|PA|DELAWARE|Low Income Area
15537|Everett|PA|BEDFORD|Low Income Area/HPSA
15631|Everson|PA|FAYETTE|Low Income Area
15436|Fairchance|PA|FAYETTE|Low Income Area
15538|Fairhope|PA|SOMERSET|Low Income Area/HPSA
16224|Fairmount City|PA|CLARION|HPSA
16639|Fallentimber|PA|CAMBRIA|Low Income Area/HPSA
15840|Falls Creek|PA|JEFFERSON|Low Income Area
17221|Fannettsburg|PA|FRANKLIN|Low Income Area/HPSA
15437|Farmington|PA|FAYETTE|Low Income Area
16121|Farrell|PA|MERCER|Low Income Area/HPSA
15438|Fayette City|PA|FAYETTE|Low Income Area/HPSA
15332|Finleyville|PA|WASHINGTON|HPSA
16225|Fisher|PA|CLARION|Low Income Area
15539|Fishertown|PA|BEDFORD|Low Income Area/HPSA
16640|Flinton|PA|CAMBRIA|Low Income Area/HPSA
16226|Ford City|PA|ARMSTRONG|Low Income Area/HPSA
16228|Ford Cliff|PA|ARMSTRONG|Low Income Area/HPSA
18421|Forest City|PA|SUSQUEHANNA|Low Income Area/HPSA
18616|Forksville|PA|SULLIVAN|Low Income Area/HPSA
15540|Fort Hill|PA|SOMERSET|Low Income Area/HPSA
17223|Fort Littleton|PA|FULTON|Low Income Area/HPSA
17224|Fort Loudon|PA|FRANKLIN|Low Income Area/HPSA
16036|Foxburg|PA|CLARION|Low Income Area/HPSA
17931|Frackville|PA|SCHUYLKILL|Low Income Area
16323|Franklin|PA|VENANGO|Low Income Area
16124|Fredonia|PA|MERCER|Low Income Area/HPSA
17827|Freeburg|PA|SNYDER|Low Income Area
18224|Freeland|PA|LUZERNE|Low Income Area
16229|Freeport|PA|ARMSTRONG|HPSA
16836|Frenchville|PA|CLEARFIELD|Low Income Area/HPSA
15541|Friedens|PA|SOMERSET|Low Income Area/HPSA
18818|Friendsville|PA|SUSQUEHANNA|HPSA
16326|Fryburg|PA|CLARION|Low Income Area/HPSA
16921|Gaines|PA|TIOGA|HPSA
16922|Galeton|PA|POTTER|Low Income Area/HPSA
16641|Gallitzin|PA|CAMBRIA|Low Income Area/HPSA
17527|Gap|PA|LANCASTER|Low Income Area
15542|Garrett|PA|SOMERSET|Low Income Area/HPSA
16923|Genesee|PA|POTTER|Low Income Area/HPSA
16941|Genesee|PA|POTTER|Low Income Area/HPSA
15440|Gibbon Glade|PA|FAYETTE|Low Income Area
16732|Gifford|PA|MC KEAN|Low Income Area/HPSA
17934|Gilberton|PA|SCHUYLKILL|Low Income Area
16925|Gillett|PA|BRADFORD|Low Income Area/HPSA
16417|Girard|PA|ERIE|Low Income Area
15045|Glassport|PA|ALLEGHENY|Low Income Area
15742|Glen Campbell|PA|INDIANA|Low Income Area/HPSA
16645|Glen Hope|PA|CLEARFIELD|Low Income Area/HPSA
18617|Glen Lyon|PA|LUZERNE|Low Income Area
16837|Glen Richey|PA|CLEARFIELD|Low Income Area
17529|Gordonville|PA|LANCASTER|Low Income Area
18424|Gouldsboro|PA|WAYNE|HPSA
16838|Grampian|PA|CLEARFIELD|Low Income Area/HPSA
16420|Grand Valley|PA|WARREN|Low Income Area
17029|Granville|PA|MIFFLIN|Low Income Area
16926|Granville Summit|PA|BRADFORD|Low Income Area/HPSA
16839|Grassflat|PA|CLEARFIELD|Low Income Area/HPSA
15337|Graysville|PA|GREENE|Low Income Area
18821|Great Bend|PA|SUSQUEHANNA|Low Income Area/HPSA
18425|Greeley|PA|PIKE|HPSA
15338|Greensboro|PA|GREENE|Low Income Area
18426|Greentown|PA|PIKE|HPSA
16125|Greenville|PA|MERCER|Low Income Area/HPSA
15442|Grindstone|PA|FAYETTE|Low Income Area
16127|Grove City|PA|MERCER|HPSA
16327|Guys Mills|PA|CRAWFORD|Low Income Area/HPSA
16130|Hadley|PA|MERCER|Low Income Area/HPSA
18822|Hallstead|PA|SUSQUEHANNA|Low Income Area/HPSA
15744|Hamilton|PA|JEFFERSON|Low Income Area
18427|Hamlin|PA|WAYNE|Low Income Area
18823|Harford|PA|SUSQUEHANNA|Low Income Area/HPSA
17103|Harrisburg|PA|DAUPHIN|Low Income Area/HPSA
17104|Harrisburg|PA|DAUPHIN|Low Income Area/HPSA
17101|Harrisburg|PA|DAUPHIN|Low Income Area
17102|Harrisburg|PA|DAUPHIN|Low Income Area
17113|Harrisburg|PA|DAUPHIN|Low Income Area
16927|Harrison Valley|PA|POTTER|Low Income Area/HPSA
17228|Harrisonville|PA|FULTON|Low Income Area/HPSA
16038|Harrisville|PA|BUTLER|Low Income Area/HPSA
16131|Hartstown|PA|CRAWFORD|Low Income Area
16646|Hastings|PA|CAMBRIA|Low Income Area/HPSA
16840|Hawk Run|PA|CLEARFIELD|Low Income Area/HPSA
18428|Hawley|PA|WAYNE|Low Income Area/HPSA
18201|Hazleton|PA|LUZERNE|Low Income Area
18202|Hazleton|PA|LUZERNE|Low Income Area
15637|Herminie|PA|WESTMORELAND|Low Income Area
16148|Hermitage|PA|MERCER|HPSA
17830|Herndon|PA|NORTHUMBERLND|HPSA
18430|Herrick Center|PA|SUSQUEHANNA|Low Income Area
17034|Highspire|PA|DAUPHIN|Low Income Area
15444|Hiller|PA|FAYETTE|Low Income Area
16040|Hilliards|PA|BUTLER|Low Income Area/HPSA
18619|Hillsgrove|PA|SULLIVAN|Low Income Area/HPSA
15341|Holbrook|PA|GREENE|Low Income Area
15935|Hollsopple|PA|SOMERSET|Low Income Area/HPSA
15747|Home|PA|INDIANA|Low Income Area/HPSA
15748|Homer City|PA|INDIANA|Low Income Area/HPSA
15120|Homestead|PA|ALLEGHENY|Low Income Area
18431|Honesdale|PA|WAYNE|Low Income Area/HPSA
17035|Honey Grove|PA|JUNIATA|Low Income Area/HPSA
15936|Hooversville|PA|SOMERSET|Low Income Area/HPSA
18824|Hop Bottom|PA|SUSQUEHANNA|Low Income Area/HPSA
16650|Hopewell|PA|BEDFORD|Low Income Area/HPSA
15445|Hopwood|PA|FAYETTE|Low Income Area
16651|Houtzdale|PA|CLEARFIELD|Low Income Area/HPSA
16841|Howard|PA|CENTRE|HPSA
17737|Hughesville|PA|LYCOMING|Low Income Area/HPSA
15639|Hunker|PA|WESTMORELAND|Low Income Area
16652|Huntingdon|PA|HUNTINGDON|Low Income Area
17229|Hustontown|PA|FULTON|Low Income Area/HPSA
15641|Hyde Park|PA|WESTMORELAND|HPSA
15545|Hyndman|PA|BEDFORD|Low Income Area/HPSA
16655|Imler|PA|BEDFORD|Low Income Area/HPSA
15446|Indian Head|PA|FAYETTE|Low Income Area
15701|Indiana|PA|INDIANA|Low Income Area
15705|Indiana|PA|INDIANA|Low Income Area
16329|Irvine|PA|WARREN|Low Income Area/HPSA
16656|Irvona|PA|CLEARFIELD|Low Income Area/HPSA
18825|Jackson|PA|SUSQUEHANNA|Low Income Area
16133|Jackson Center|PA|MERCER|HPSA
16657|James Creek|PA|HUNTINGDON|HPSA
16134|Jamestown|PA|CRAWFORD|Low Income Area
15344|Jefferson|PA|GREENE|Low Income Area
15546|Jenners|PA|SOMERSET|Low Income Area/HPSA
18433|Jermyn|PA|LACKAWANNA|Low Income Area
17740|Jersey Shore|PA|LYCOMING|Low Income Area/HPSA
15053|Joffre|PA|WASHINGTON|Low Income Area
15845|Johnsonburg|PA|ELK|Low Income Area
15906|Johnstown|PA|CAMBRIA|Low Income Area/HPSA
15901|Johnstown|PA|CAMBRIA|Low Income Area
15902|Johnstown|PA|CAMBRIA|Low Income Area
15909|Johnstown|PA|CAMBRIA|HPSA
15646|Jones Mills|PA|WESTMORELAND|Low Income Area
16844|Julian|PA|CENTRE|HPSA
16735|Kane|PA|MC KEAN|Low Income Area/HPSA
16041|Karns City|PA|BUTLER|Low Income Area/HPSA
16845|Karthaus|PA|CLEARFIELD|Low Income Area/HPSA
16374|Kennerdell|PA|VENANGO|Low Income Area/HPSA
18826|Kingsley|PA|SUSQUEHANNA|Low Income Area/HPSA
18704|Kingston|PA|LUZERNE|Low Income Area
17535|Kinzers|PA|LANCASTER|Low Income Area
17536|Kirkwood|PA|LANCASTER|Low Income Area
